P_Tx_dBm;L_cable;shadow_std;lat;lon;ci;distance;rsrpPhone;rsrpLos;rsrpNlos;rsrpLosLib;rsrpNlosLib;diff_nlos;diff_nlos_lib
40;3;8;55.0125793;82.9545665;138256652;267.124416291724;-74;-49.8729661550944;-85.6826473519539;-49.8728924370306;-85.4062195430237;11.6826473519539;11.4062195430237
40;3;8;55.0125767;82.9545784;138256652;267.936194620523;-74;-49.9017357432728;-82.155684875941;-49.9016617525839;-67.4939511970347;8.15568487594102;-6.50604880296532
40;3;8;55.0125725;82.9545958;138256652;269.138105548618;-74;-49.9441744707049;-78.2019642838153;-49.9441000478671;-77.6706778905696;4.20196428381531;3.67067789056958
40;3;8;55.0125644;82.9546211;138256652;270.960661632626;-74;-50.0081729874644;-83.314612540329;-50.0080977688691;-55.16899287334;9.31461254032899;-18.83100712666
40;3;8;55.0125559;82.9546461;138256652;272.780664887892;-74;-50.0716601005296;-69.7673243614745;-50.0715840547656;-82.7155131802562;-4.23267563852552;8.71551318025618
40;3;8;55.0125464;82.9546681;138256652;274.459236721706;-74;-50.1298447918117;-74.9396129010647;-50.1297678503637;-63.5665691919206;0.939612901064663;-10.4334308080794
40;3;8;55.0125248;82.9547121;138256652;277.919090790999;-74;-50.2486760694232;-81.2423723619657;-50.2485971275064;-84.6078624806042;7.24237236196569;10.6078624806042
40;3;8;55.0125248;82.9547121;138256652;277.919090790999;-74;-50.2486760694232;-98.2508615494573;-50.2485971275064;-77.8434100284964;24.2508615494573;3.84341002849639
40;3;8;55.0428263;82.9220779;138256652;3744.85751339367;-78;-82.3699818530896;-122.016672564595;-94.780598102731;-121.046171498875;44.0166725645949;43.0461714988747
40;3;8;55.0431164;82.9227905;138256652;3751.39533436413;-78;-82.4002820976241;-129.967090968966;-94.8108328884104;-111.075531123558;51.9670909689663;33.0755311235579
40;3;8;55.0435422;82.9228373;138256652;3791.78265583146;-78;-82.586298946431;-119.488933697871;-94.996834479989;-124.250901275426;41.4889336978711;46.2509012754257
40;3;8;55.0435683;82.9228168;138256652;3794.95882176126;-78;-82.6008436727536;-136.71734229308;-95.0113801548636;-112.705014150319;58.7173422930796;34.705014150319
40;3;8;55.039511;82.960829;138256652;2976.59659731718;-74;-78.3815685070722;-114.232672912968;-90.7909449498817;-111.527720033023;40.2326729129679;37.5277200330231
40;3;8;55.0395007;82.9608465;138256652;2975.72307691408;-74;-78.3764701055997;-121.58589832562;-90.7858475333243;-131.444099560496;47.5858983256202;57.4440995604962
40;3;8;55.0394896;82.9608447;138256652;2974.4936737332;-74;-78.3692920179848;-127.331593587829;-90.7786694595477;-121.610223155582;53.3315935878291;47.6102231555816
40;3;8;55.0394851;82.960846;138256652;2974.02361293888;-74;-78.3665467010435;-91.8610892903172;-90.7759242512839;-116.077904082882;17.8610892903172;42.0779040828822
40;3;8;55.0394763;82.960835;138256652;2972.91530813767;-74;-78.3600721014703;-123.154626734951;-90.7694491767229;-113.638475238491;49.154626734951;39.6384752384909
40;3;8;55.0129029;82.953745;138256652;206.321932902071;-74;-47.4300124812574;-80.9028277563443;-47.4299708687514;-78.79651884035;6.90282775634434;4.79651884034996
40;3;8;55.0126742;82.9543191;138256652;248.759545535333;-74;-49.1980357349537;-82.7096473233531;-49.1979712085899;-72.2794583096107;8.70964732335305;-1.72054169038928
40;3;8;55.0126565;82.9543603;138256652;251.87967312791;-74;-49.3160892679697;-75.2722752539548;-49.3160230338889;-93.167219291204;1.27227525395485;19.167219291204
40;3;8;55.0132218;82.9531289;138256652;160.911677118376;-74;-45.0941829041061;-67.7392542846494;-45.0941758840892;-64.879345215252;-6.26074571535055;-9.12065478474804
40;3;8;55.0131319;82.9531834;138256652;165.792378630279;-74;-45.3738860692326;-55.5544464206413;-45.3738689702958;-76.4416817539327;-18.4455535793587;2.44168175393266
40;3;8;55.0130845;82.9533623;138256652;177.965938166011;-74;-46.0384290182128;-67.2301626330039;-46.0384066396148;-64.89384428191;-6.76983736699606;-9.10615571808998
40;3;8;55.0127514;82.9540534;138256652;229.98013780236;-74;-48.4552458184288;-72.8474056378446;-48.4551891197015;-76.8879397863769;-1.15259436215536;2.88793978637692
40;3;8;55.0425654;82.9228242;138256652;3696.49821205495;-78;-82.1441989576124;-125.037793288908;-94.5547619671774;-124.708666693638;47.0377932889079;46.7086666936384
40;3;8;55.0395578;82.9607284;138256652;2980.28242121709;-74;-78.4030647776727;-128.361584276294;-90.812435709604;-122.374541623783;54.3615842762942;48.3745416237827
40;3;8;55.0396025;82.9607187;138256652;2985.00211784354;-74;-78.430551968009;-124.693855071417;-90.8399220008368;-122.733285216117;50.6938550714166;48.7332852161169
40;3;8;55.0396436;82.9607068;138256652;2989.30167203487;-74;-78.4555544786189;-119.898495981756;-90.8649235383621;-110.733588506059;45.8984959817557;36.7335885060588
40;3;8;55.0396551;82.9607082;138256652;2990.56967530619;-74;-78.4629212299554;-113.526289335011;-90.872290254222;-104.854541986769;39.5262893350108;30.854541986769
40;3;8;55.0396597;82.9606993;138256652;2990.94734140708;-74;-78.4651147628316;-133.744626721157;-90.8744833005431;-107.979277109818;59.7446267211571;33.9792771098176
40;3;8;55.0131829;82.9530908;138256652;159.06449246387;-74;-44.9861978803056;-64.9283836331307;-44.986186475149;-73.1867694227192;-9.07161636686929;-0.813230577280819
